event_date,season,event_id_cnty,event_date,year,event_type,sub_event_type,actor1,assoc_actor_1,inter1,actor2,assoc_actor_2,country,admin1,admin2,admin3,location,latitude,longitude,source,notes,fatalities
02/14/2012,dry,KEN3129,02/14/2012,2012,Battles,Armed clash,Pokot Ethnic Militia (Kenya),,4,Turkana Ethnic Militia (Kenya),,Kenya,Turkana,Turkana Central,Lodwar Township,Lorogon,3.1277,35.5978,All Africa,Clash between rival ethnic groups on border between Pokot and Turkana land,0
01/29/2012,dry,KEN3125,01/29/2012,2012,Battles,Armed clash,Borana Ethnic Militia (Kenya),,4,Garba Ethnic Militia (Kenya),,Kenya,Marsabit,Moyale,Butiye,Moyale,3.5094,39.0528,Local Source,Clashes among ethnic groups occurs sporadically over four days. Two more fighters killed.,2
01/29/2012,dry,KEN3124,01/29/2012,2012,Battles,Armed clash,Al Shabaab,,2,Police Forces of Kenya (2002-2013),,Kenya,Mombasa,Mvita,Majengo,Mombasa,-4.0547,39.6636,AFP,Police arrest Aboud Rogo Mohammed and seize a cache of illegal firearms.,0
01/28/2012,dry,KEN3123,01/28/2012,2012,Battles,Armed clash,Borana Ethnic Militia (Kenya),,4,Garba Ethnic Militia (Kenya),,Kenya,Marsabit,Moyale,Butiye,Moyale,3.5094,39.0528,Local Source,Clashes among ethnic groups occurs sporadically over four days.,0
01/27/2012,dry,KEN3121,01/27/2012,2012,Battles,Armed clash,Borana Ethnic Militia (Kenya),,4,Garba Ethnic Militia (Kenya),,Kenya,Marsabit,Moyale,Butiye,Moyale,3.5094,39.0528,Local Source,Clashes among ethnic groups occurs sporadically over four days.,0
01/26/2012,dry,KEN3120,01/26/2012,2012,Battles,Armed clash,Borana Ethnic Militia (Kenya),,4,Garba Ethnic Militia (Kenya),,Kenya,Marsabit,Moyale,Butiye,Moyale,3.5094,39.0528,Local Source,Five people were killed in Moyale after fresh overnight clashes on between Borana and Garba clans.,5
01/13/2012,dry,KEN3119,01/13/2012,2012,Battles,Armed clash,Al Shabaab,,2,Police Forces of Kenya (2002-2013),,Kenya,Nairobi,Starehe,Nairobi Central,Nairobi,-1.283,36.817,All Africa,Police arrest 29 Ugandan terror suspected who they believed were traveling to Somalia to join Al Shabaab. The arrests occurred in the Kasarani neighborhood of Nairobi.,0
01/11/2012,dry,KEN3116,01/11/2012,2012,Battles,Armed clash,Unidentified Armed Group (Kenya),,3,Police Forces of Kenya (2002-2013),,Kenya,Wajir,Wajir East,Township,Wajir,1.75,40.06,Dow Jones International,Gunmen kill three police officers near the Somali border.,3
01/11/2012,dry,KEN3117,01/11/2012,2012,Battles,Armed clash,Al Shabaab,,2,Police Forces of Kenya (2002-2013),,Kenya,Garissa,Garissa,Waberi,Garissa,-0.4536,39.6461,Reuters,"Somali Islamist rebels stormed a remote police camp in northeastern Kenya, killing seven people and kidnapping three. The town was four miles from the border and known as Gerille. Among the dead were three police, a civil servant, school teacher and a pregnant woman.",3
01/04/2012,dry,KEN3112,01/04/2012,2012,Battles,Armed clash,Borana Ethnic Militia (Kenya),,4,Garba Ethnic Militia (Kenya),,Kenya,Marsabit,Moyale,Butiye,Moyale,3.5094,39.0528,AFP,"At six people, including three children, were killed in a tribal clash over grazing land and other resources in northeast Kenya near the Ethiopian border.",6
01/01/2012,dry,KEN3109,01/01/2012,2012,Battles,Armed clash,Tugen Ethnic Militia (Kenya),,4,Pokot Ethnic Militia (Kenya),,Kenya,Baringo,Baringo Central,Kabarnet,Kabarnet,0.4919,35.743,All Africa,"Clashes continue between the Tugen and Pokot communities in Baringo county. Escalation of hostilities since January has, according to the Kenya Red Cross Society (KRCS), left more than 7,500 Tugen people displaced from their homes, living either with other members of their community or in rudimentary shelters in the bush.",0
01/01/2012,dry,KEN3110,01/01/2012,2012,Battles,Armed clash,Al Qaeda,,2,Military Forces of Kenya (2002-2013),,Kenya,Lamu,Lamu East,Kiunga,Mkokoni,-1.967,41.296,Local Source,Three suspected members of the Al-Qaeda were shot and killed by security forces. A number of AK-47s were recovered.,3
03/14/2022,rainy,KEN8328,03/14/2022,2022,Explosions/Remote violence,Remote explosive/landmine/IED,Al Shabaab,,2,Military Forces of Kenya (2013-),,Kenya,Wajir,Wajir South,Diif,Dif,0.9961,40.9631,Somali Memo; Calamada,"On 14 March 2022, a remote controlled IED by Al Shabaab militants, detonated targeting Kenya security forces (KDF) convoy in Girileey village near Dif town (Wajir South, Wajir). Al Shabaab claimed killing 11 soldiers.",11
03/13/2022,rainy,KEN8314,03/13/2022,2022,Explosions/Remote violence,Remote explosive/landmine/IED,Al Shabaab,,2,Civilians (Kenya),Labour Group (Kenya),Kenya,Mandera,Banissa,Banissa,Banissa,3.9439,40.3445,Daily Nation (Kenya); Star (Kenya),"On 13 March 2022, an IED by suspected Al Shabaab militants detonated, targeting road construction workers along the Banisa-Takaba road in Banissa (Banissa, Mandera). Three workers were injured during the incident.",0
02/23/2022,dry,KEN8212,02/23/2022,2022,Explosions/Remote violence,Remote explosive/landmine/IED,Al Shabaab,,2,Military Forces of Kenya (2013-),,Kenya,Lamu,Lamu East,Kiunga,Kiunga,-1.741,41.492,Al Furqaan; Calamada,"On 23 February 2022, Al Shabaab militants ambushed a military forces convoy travelling between Kiunga and Mararani, near Kiunga, (Lamu East, Lamu County). The militants claimed killing 13 soldiers.",13
02/15/2022,dry,KEN8312,02/15/2022,2022,Explosions/Remote violence,Remote explosive/landmine/IED,Al Shabaab,,2,Civilians (Kenya),,Kenya,Lamu,Lamu East,Basuba,Baure,-1.723,40.9646,Daily Nation (Kenya); Citizen (Kenya),"Around 15 February 2022 (month of), an IED planted by suspected Al Shabaab militants detonated, targeting a private vehicle along the Milimani and Baure road, near Baure (Lamu East, Lamu county). One person was injured while six others escaped unhurt.",0
02/10/2022,dry,KEN8143,02/10/2022,2022,Explosions/Remote violence,Remote explosive/landmine/IED,Al Shabaab,,2,Civilians (Kenya),,Kenya,Garissa,Hulugho,Sangailu,Sangailu,-1.3059,40.7345,Star (Kenya); Citizen (Kenya),"On 10 February 2022, suspected Al Shabaab militants launched an IED or grenade, targeting a vehicle traveling to Hulugho from Masalani and ferrying six persons, at Dagega area near Sangailu (Hulugho, Garissa county). Four people were killed and two others injured.",4
02/02/2022,dry,KEN8114,02/02/2022,2022,Explosions/Remote violence,Remote explosive/landmine/IED,Al Shabaab,,2,Civilians (Kenya),Labour Group (Kenya),Kenya,Wajir,Wajir South,Diif,Dif,0.9961,40.9631,Citizen (Kenya); Twitter; Star (Kenya),"On 2 February 2022, presumed Al Shabaab militants launched an IED targeting a vehicle (land cruiser) carrying foodstuffs and plying the Wajir-Gerile road, at Handaki area near Dif (Wajir South, Wajir County). All the four people on board were killed.",4
01/31/2022,dry,KEN8135,01/31/2022,2022,Explosions/Remote violence,Remote explosive/landmine/IED,Unidentified Armed Group (Kenya),,3,Civilians (Kenya),,Kenya,Wajir,Wajir North,Malkagufu,El Das,2.5333,39.55,Star (Kenya); Facebook,"On 31 January 2022, an IED from an unidentified armed group (presumed colonial military bases) detonated in Elnur/Tulatula ward, near El Das (Wajir North, Wajir County). Two children and their mother were injured during the incident.",0
01/31/2022,dry,KEN8105,01/31/2022,2022,Explosions/Remote violence,Remote explosive/landmine/IED,Al Shabaab,,2,Civilians (Kenya),Labour Group (Kenya),Kenya,Mandera,Mandera East,Township,Mandera,3.9357,41.8542,Daily Nation (Kenya),"On 31 January 2022, at least seven suspected Al Shabaab militants launched an IED targeting a matatu (public service vehicle) plying the Mandera Arabia road at Hargasu near Mandera town (Mandera East, Mandera County). Seven people were killed and 13 injured.",7
01/07/2022,dry,KEN8003,01/07/2022,2022,Explosions/Remote violence,Remote explosive/landmine/IED,Al Shabaab,,2,Police Forces of Kenya (2013-),,Kenya,Lamu,Lamu West,Mkunumbi,Milihoi,-2.2167,40.7,Star (Kenya),"On 7 January 2022, Al Shabab militants launched an IED or grenade attack at a police vehicle in Milihoi (Lamu West, Lamu county). Four police officers were killed and an unknown number injured. Al Shabaab claimed responsibility.",4
01/01/2022,dry,KEN7988,01/01/2022,2022,Explosions/Remote violence,Remote explosive/landmine/IED,Al Shabaab,,2,Civilians (Kenya),,Kenya,Lamu,Lamu East,Kiunga,Kiunga,-1.741,41.492,Star (Kenya),"On 1 January 2022, a boda boda taxi rider was killed after his motorcycle ran over an IED, set by suspected Al Shabaab militants, on the road in Kiunga (Lamu East, Lamu county).",1
12/07/2021,rainy,KEN7934,12/07/2021,2021,Explosions/Remote violence,Suicide bomb,Al Shabaab,,2,Civilians (Kenya),,Kenya,Kisumu,Nyakach,South West Nyakach,Nyakach,-0.3835,34.9324,Star (Kenya),"On 7 December 2021, a suspected Al Shabaab suicide bomber detonated himself, killing two civilians and injuring another person in Kamloma village, Katito town (Nyakach, Kisumu).",3
12/04/2021,rainy,KEN7931,12/04/2021,2021,Explosions/Remote violence,Remote explosive/landmine/IED,Al Shabaab,,2,Police Forces of Kenya (2013-),,Kenya,Mandera,Mandera East,Township,Mandera,3.9357,41.8542,Kenya Standard; Star (Kenya),"On 4 December 2021, a remote controlled IED by Al Shabaab militants detonated, targeting a Kenyan police convoy travelling from Rhamu to Mandera, near Jabi area 40km to Mandera town (Mandera East, Mandera). Two police officers were killed and 12 others injured. Al Shabaab claimed responsibility.",2
11/01/2021,rainy,KEN7899,11/01/2021,2021,Explosions/Remote violence,Remote explosive/landmine/IED,Al Shabaab,,2,Military Forces of Kenya (2013-),Civilians (Kenya); Students (Kenya); Labour Group (Kenya),Kenya,Lamu,Lamu East,Kiunga,Sankuri,-1.7169,41.372,Star (Kenya),"On 1 November 2021, an IED by Al Shabaab militants detonated, targeting Kenya military vehicle travelling from Mararani to Kiunga town, near Sankuri town (Lamu East, Lamu). A ranger working with the Aweer Community Conservancy was killed, and a driver and a student were injured. Al Shabaab claimed responsibility.",1
10/21/2021,rainy,KEN7887,10/21/2021,2021,Explosions/Remote violence,Grenade,Unidentified Armed Group (Kenya),,3,,,Kenya,Machakos,Athi River,Mathatani,Kenanie,-1.4068,36.9897,Daily Nation (Kenya),"On 21 October 2021, unidentified gunmen threw a hand grenade at the home of a human rights activist in Kenanie village (Athi River, Machakos). The house, under construction, was partially damaged. The motive for the attack is unknown. There were no casualties.",0
10/18/2021,rainy,KEN7881,10/18/2021,2021,Explosions/Remote violence,Remote explosive/landmine/IED,Al Shabaab,,2,Military Forces of Kenya (2013-),,Kenya,Lamu,Lamu East,Kiunga,Sankuri,-1.7169,41.372,Calamada; Radio Dalsan,"Around 18 October 2021 (as reported), an IED by Al Shabaab militants detonated, targeting a Kenya defense force convoy traveling in the areas of Kiunga and Sankuri town (Lamu East, Lamu). At least 3 soldiers were killed and more than a dozen injured. Al Shabaab claimed killing 15 soldiers. Forces responded with gunfire after the blast (no indication to where and at whom) and started conducting operations to find the perpetrators of planting the IED.",3
10/12/2021,rainy,KEN7871,10/12/2021,2021,Explosions/Remote violence,Remote explosive/landmine/IED,Al Shabaab,,2,Military Forces of Kenya (2013-),,Kenya,Lamu,Lamu East,Basuba,Baure,-1.723,40.9646,Calamada; Daily Nation (Kenya),"On 12 October 2021, an IED by Al Shabaab militants detonated, targeting the convoy of the Kenya defense forces under Operation Amani Boni travelling between Milimani and Baure town (Lamu East, Lamu). Al Shabaab militants claimed killing 14 soldiers.",14
09/21/2021,dry,KEN7850,09/21/2021,2021,Explosions/Remote violence,Grenade,Unidentified Armed Group (Kenya),,3,Civilians (Kenya),,Kenya,Isiolo,Merti,Cherab,Merti,1.0667,38.6667,Daily Nation (Kenya),"On 21 September 2021, a hand grenade by an unknown group detonated, killing two boys who were playing with the device after mistaking it for a football outside a home in Matarba village near Merti town (Merti, Isiolo).",2
06/09/2021,dry,KEN7707,06/09/2021,2021,Explosions/Remote violence,Remote explosive/landmine/IED,Al Shabaab,,2,Military Forces of Kenya (2013-) Kenya Wildlife Service,Civilians (Kenya),Kenya,Mandera,Mandera West,Takaba South,Ireskinto,3.2239,40.3125,Daily Nation (Kenya),"On 9 June 2021, an IED planted by suspected Al Shabaab militants detonated, targeting Kenya Wildlife Service (KWS) officers along the Mandera-Wardud-Takaba road at Ireskinto village (Mandera West, Mandera). One officer and one civilian were killed.",2
05/21/2021,rainy,KEN7695,05/21/2021,2021,Explosions/Remote violence,Remote explosive/landmine/IED,Al Shabaab,,2,Police Forces of Kenya (2013-),,Kenya,Mandera,Mandera East,Township,Darkale,3.9333,41.8667,Daily Nation (Kenya),"On 21 May 2021, an IED by Al Shabaab militants detonated, targeting a Kenya police officers convoy along Banisa-Takaba road near Darkale Township (Mandera East, Mandera). Three police officers were killed.",3
05/18/2021,rainy,KEN7692,05/18/2021,2021,Explosions/Remote violence,Remote explosive/landmine/IED,Al Shabaab,,2,Military Forces of Kenya (2013-),,Kenya,Lamu,Lamu East,Basuba,Baure,-1.723,40.9646,Kenya Standard,"On 18 May 2021, a remote controlled IED by Al Shabaab militants detonated, targeting Kenya military forces (KDF) along the Kenya-Somali border near Baure town (Basuba, Lamu East). At least eight soldiers were killed in the explosion.",8
05/03/2021,rainy,KEN7679,05/03/2021,2021,Explosions/Remote violence,Remote explosive/landmine/IED,Al Shabaab,,2,Civilians (Kenya),Labour Group (Kenya),Kenya,Lamu,Lamu East,Kiunga,Kiunga,-1.741,41.492,Kenya Standard,"On 3 May 2021, an IED by a suspected Al Shabaab militants detonated, targeting construction workers at the Kenya-Somalia security border wall in the vicinity of Ishakani village, near Kiunga town (Lamu East, Lamu). Two people were killed and one other injured.",2
03/24/2021,rainy,KEN7661,03/24/2021,2021,Explosions/Remote violence,Remote explosive/landmine/IED,Al Shabaab,,2,Civilians (Kenya),,Kenya,Mandera,Mandera East,Bulla Mpya,Koromi,3.9199,41.8443,Kenya Standard,"On 24 March 2021, an IED by suspected Al Shabaab militants detonated, targeting a bus travelling along the Lafey-Mandera town route in Koromi village (Bulla Mpya, Mandera East, Mandera). Three people were killed and several others injured.",3
03/23/2021,rainy,KEN7660,03/23/2021,2021,Explosions/Remote violence,Remote explosive/landmine/IED,Al Shabaab,,2,Civilians (Kenya),Labour Group (Kenya),Kenya,Lamu,Lamu East,Kiunga,Kiunga,-1.741,41.492,Star (Kenya),"On 23 March 2021, an IED by Al Shabaab militants detonated, targeting civilians ferrying water to the construction site of the Kenya-Somalia security border wall near Kiunga town (Lamu East, Lamu). One person was killed.",1
01/28/2021,dry,KEN7639,01/28/2021,2021,Explosions/Remote violence,Remote explosive/landmine/IED,Al Shabaab,,2,Police Forces of Kenya (2013-),,Kenya,Mandera,Mandera East,Arabia,Arabia,3.5254,41.4991,Shabelle Media Network,"On 28 January 2021, an IED by Al Shabaab militants detonated, targeting a Kenya police officer convoy travelling along the Omarjillo-Arabia road near Arabia town ( Mandera East, Mandera). At least one police officer was killed and three others injured.",1
01/12/2021,dry,KEN7627,01/12/2021,2021,Explosions/Remote violence,Remote explosive/landmine/IED,Al Shabaab,,2,,,Kenya,Mandera,Banissa,Banissa,Banissa,3.9439,40.3445,Daily Nation (Kenya),"On 12 January 2021, suspected Al Shabaab militants bombed a telecommunications mast at Darkale center in Banissa town (Banissa, Mandera). No fatalities and/or injuries reported.",0
01/11/2021,dry,KEN7626,01/11/2021,2021,Explosions/Remote violence,Remote explosive/landmine/IED,Al Shabaab,,2,,,Kenya,Mandera,Mandera West,Takaba South,Takaba,3.3553,40.2228,Daily Nation (Kenya),"On 11 January 2021, an IED by Al Shabaab militants detonated, targeting civilians traveling in a Toyota land cruiser along the Banisa-Takaba road near Takaba town (Mandera West, Mandera). The explosion partially damaged the vehicle transporting examination material to Mandera town. No fatalities and/or injuries reported.",0
12/30/2020,rainy,KEN7621,12/30/2020,2020,Explosions/Remote violence,Remote explosive/landmine/IED,Al Shabaab,,2,Civilians (Kenya),Health Workers (Kenya),Kenya,Mandera,Mandera South,Elwak North,El Wak,2.8094,40.9358,Star (Kenya),"On 30 December 2020, an IED by Al Shabaab militants, targeting an ambulance with pregnant woman, detonated in the vicinity of El Wak town (Mandera South, Mandera). The explosion killed one person. The ambulance was on the way to El wak referral hospital when it came under attack.",1
12/17/2020,rainy,KEN7929,12/17/2020,2020,Explosions/Remote violence,Remote explosive/landmine/IED,Al Shabaab,,2,Civilians (Kenya),Women (Kenya),Kenya,Muranga,Gatanga,Kakuzi,Katito,-1.0166,37.3167,Star (Kenya),"On 17 December 2020, an IED by a suspected Al Shabaab returnee detonated targeting his 16 year old girlfriend in their rented house in Katito town (Gatanga, Muranga). The girl escaped unhurt. [women targeted: girls]",0
11/29/2020,rainy,KEN7591,11/29/2020,2020,Explosions/Remote violence,Remote explosive/landmine/IED,Al Shabaab,,2,Police Forces of Kenya (2013-),,Kenya,Mandera,Mandera North,Rhamu,Rhamu,3.9208,41.2192,The Kenyan Herald,"On 29 November 2020, an Al Shabaab IED, targeting a Kenya police forces convoy travelling between Jabibar and Rhamu road, detonated near Rhamu town (Mandera North, Mandera). Five police officers were injured.",0
09/08/2020,dry,KEN7522,09/08/2020,2020,Explosions/Remote violence,Remote explosive/landmine/IED,Al Shabaab,,2,Military Forces of Kenya (2013-),Military Forces of Somalia (2017-2022),Kenya,Mandera,Lafey,Fino,Sheikh Barrow,3.5042,41.1934,Radio Dalsan,"On 8 September 2020, an Al Shabaab RCIED detonated targeting a Kenya security forces (KDF) and Somali Somali security forces (SNA) convoy travelling between Fino village and Sheikh Barrow village (Lafey, Mandera). No fatalities and/or injuries reported.",0
05/18/2020,rainy,KEN7382,05/18/2020,2020,Explosions/Remote violence,Remote explosive/landmine/IED,Unidentified Armed Group (Kenya),,3,Police Forces of Kenya (2013-),,Kenya,Wajir,Wajir East,Khorof,Khorof Harar,2.202,40.754,BBC News,"Around 18 May 2020 (as reported), a heavy explosion hit a military vehicle carrying Kenyan police in an area between Harar and Fifty (Khorof Harar, Wajir East, Wajir). Seven police officers were injured.",0
05/16/2020,rainy,KEN7379,05/16/2020,2020,Explosions/Remote violence,Air/drone strike,Military Forces of Kenya (2013-),,1,Al Shabaab,,Kenya,Wajir,Wajir East,Township,Wajir,1.75,40.06,BBC News; Daily Nation (Kenya),"On 16 May 2020, KDF troops launched airstrikes, targeting Al Shabaab militants in Wajir area (Wajir, Wajir East). Casualty figures are unknown (Coded as 0).",0
04/24/2020,rainy,KEN7340,04/24/2020,2020,Explosions/Remote violence,Remote explosive/landmine/IED,Al Shabaab,,2,Police Forces of Kenya (2013-),,Kenya,Mandera,Mandera South,Elwak North,El Wak,2.8094,40.9358,Calamada; BBC News; Somali Memo,"On 24 April 2020, two police officers died in a bomb attack in Dabacity near El Wak (Mandera South, Mandera). Al Shabaab claimed responsibility.",2
03/15/2020,rainy,KEN7282,03/15/2020,2020,Explosions/Remote violence,Remote explosive/landmine/IED,Unidentified Armed Group (Kenya),,3,Police Forces of Kenya (2013-),,Kenya,Garissa,Hulugho,Hulugho,Hulugho,-1.15,41.0667,Daily Nation (Kenya),"On 15 March 2020, two policemen were killed in an IED explosion by an unidentified group as they drove to the scene of another attack on an ambulance in Hulugho (Hulugho, Ijara, Garissa).",2
