event_id_cnty,event_date,year,event_type,sub_event_type,actor1,assoc_actor_1,inter1,actor2,assoc_actor_2,country,admin1,admin2,admin3,location,latitude,longitude,source,notes,fatalities
KEN3999,12-Aug-13,2013,Battles,Armed clash,Police Forces of Kenya (2002-2013),,1,Unidentified Armed Group (Kenya),,Kenya,Uasin Gishu,Moiben,Kimumu,Eldoret,0.5167,35.2833,Star (Kenya),A police officer shoots and injured a matatu operator over the payment of a bribe. Other nearby matatu operators attacked the police officer in revenge.,0
KEN3979,28-Jul-13,2013,Battles,Armed clash,Police Forces of Kenya (2002-2013),,1,Unidentified Armed Group (Kenya),,Kenya,Nakuru,Nakuru North,Kabatini,Nakuru,-0.2441,36.142,Star (Kenya),Police kill seven suspected kidnappers during a raid on their den.,7
KEN6907,17-Jul-13,2013,Battles,Armed clash,Unidentified Armed Group (Kenya),,3,Private Security Forces (Kenya),Aid Workers (Kenya),Kenya,Garissa,Dadaab,Labisgale,Dagahaley Refugee Camp,0.1891,40.2832,Aid Worker Security Database,'One security guard for an NGO was shot when he interrupted what was likely an attempted armed robbery of an NGO compound in Dadaab.',0
KEN3951,25-Jun-13,2013,Battles,Armed clash,Police Forces of Kenya (2002-2013),,1,Unidentified Ethnic Militia (Kenya),,Kenya,Marsabit,Moyale,Obbu,Guba,3.2794,38.6544,Sabahi; All Africa,Police fight armed clans who were preparing to attack local villages; one attacker killed,1
KEN3940,18-Jun-13,2013,Battles,Armed clash,Police Forces of Kenya (2002-2013),,1,Unidentified Armed Group (Kenya),,Kenya,Wajir,Wajir East,Township,Wajir,1.75,40.06,Sabahi; All Africa,Gunmen kill police reservist,1
KEN3937,17-Jun-13,2013,Battles,Armed clash,Police Forces of Kenya (2002-2013),,1,Al Shabaab,,Kenya,Mombasa,Mvita,Majengo,Mombasa,-4.0547,39.6636,Star (Kenya),Police engage in shoot-out with Al Shabaab suspect; the suspect was killed,1
KEN3936,17-Jun-13,2013,Battles,Armed clash,Police Forces of Kenya (2002-2013),,1,Al Shabaab,,Kenya,Mombasa,Kisauni,Mjambere,Kisauni,-4.0333,39.6833,Star (Kenya),Police engage in shoot-out with Al Shabaab suspect; the suspect was killed,1
KEN3935,17-Jun-13,2013,Battles,Armed clash,Nuer Ethnic Militia (South Sudan),,4,Merrile Ethnic Militia (Ethiopia),,Kenya,Turkana,Turkana West,Kakuma,Kakuma,3.717,34.867,Kenya Broadcasting Corporation,Ethnic clash in refugee camp leaves 4 dead,4
KEN3930,11-Jun-13,2013,Battles,Armed clash,Police Forces of Kenya (2002-2013),,1,Al Shabaab,,Kenya,Nairobi,Kamukunji,Eastleigh North,Eastleigh,-1.2717,36.8497,Star (Kenya),Police and al Shabaab suspect engage in gun battle; terror suspect killed,1
KEN3915,26-May-13,2013,Battles,Armed clash,Al Shabaab,,2,Police Forces of Kenya (2002-2013),,Kenya,Mombasa,Mvita,Majengo,Mombasa,-4.0547,39.6636,Evening Times,Muslim cleric linked with Al Shabaab killed in shoot-out with police,1
KEN3914,25-May-13,2013,Battles,Armed clash,Police Forces of Kenya (2002-2013),,1,Al Shabaab,,Kenya,Garissa,Dadaab,Liboi,Liboi,0.3534,40.8723,Capital FM,Al Shabaab attacks police post,5
KEN3910,22-May-13,2013,Battles,Armed clash,Private Security Forces (Kenya),,8,Unidentified Armed Group (Somalia),,Kenya,Garissa,Dadaab,Labisgale,Ifo Refugee Camp,0.11,40.3135,Kenya Standard,"Armed group ambushes guards at Ifo market, kills 3",3
KEN6906,21-May-13,2013,Battles,Armed clash,Unidentified Armed Group (Kenya),,3,Private Security Forces (Kenya),Aid Workers (Kenya),Kenya,Uasin Gishu,Moiben,Kimumu,Eldoret,0.5167,35.2833,Aid Worker Security Database,"'One security guard was killed when a group of men armed with blades forced entry to the office of an NGO, which they then robbed.'",1
KEN3904,19-May-13,2013,Battles,Armed clash,Al Shabaab,,2,Police Forces of Kenya (2002-2013),,Kenya,Nairobi,Roysambu,Githurai,Githurai,-1.2065,36.9137,Star (Kenya),Police kill two terror suspects in shoot-out.,2
KEN3899,18-May-13,2013,Battles,Armed clash,Garre Ethnic Militia (Kenya),,4,Police Forces of Kenya (2002-2013),Degodia Ethnic Group (Kenya),Kenya,Wajir,Wajir East,Township,Wajir,1.75,40.06,Star (Kenya),Armed group kills police officer from rival ethnic group,1
KEN3892,11-May-13,2013,Battles,Armed clash,Police Forces of Kenya (2002-2013),,1,Al Shabaab,,Kenya,Mandera,Mandera East,Township,Mandera,3.9357,41.8542,Daily Nation (Kenya),Two killed when armed group attacks Mandera police post. The attack was blamed on al Shabaab,2
KEN3891,11-May-13,2013,Battles,Armed clash,Garre Ethnic Militia (Kenya),Garre Ethnic Militia (Ethiopia),4,Degodia Ethnic Militia (Kenya),Degodia Ethnic Militia (Ethiopia),Kenya,Mandera,Mandera North,Rhamu,Rhamu,3.9208,41.2192,Xinhua,Battles between Garre and Degodia militias,0
KEN3889,10-May-13,2013,Battles,Armed clash,Police Forces of Kenya (2002-2013),,1,Unidentified Armed Group (Kenya),,Kenya,Garissa,Dadaab,Labisgale,Ifo Refugee Camp,0.11,40.3135,Star (Kenya),Kenyan police reservist shot dead while patrolling market; perpetrators unknown,1
KEN3888,10-May-13,2013,Battles,Armed clash,Garre Ethnic Militia (Kenya),Garre Ethnic Militia (Ethiopia),4,Degodia Ethnic Militia (Kenya),Degodia Ethnic Militia (Ethiopia),Kenya,Mandera,Mandera North,Rhamu,Rhamu,3.9208,41.2192,Xinhua,Battles between Garre and Degodia militias,7
KEN3868,28-Apr-13,2013,Battles,Armed clash,Police Forces of Kenya (2002-2013),,1,Unidentified Armed Group (Kenya),,Kenya,Mombasa,Kisauni,Mjambere,Kisauni,-4.0333,39.6833,All Africa; Sabahi,Armed gang with possible links to MRC attacks police station and steals weapon,0
KEN3857,18-Apr-13,2013,Battles,Armed clash,Unidentified Armed Group (South Sudan),,3,Military Forces of Kenya (2002-2013),,Kenya,Turkana,Turkana Central,Lodwar Township,Lodwar,3.1191,35.5973,Star (Kenya),Unknown attackers from South Sudan shoot KDF soldier,0
KEN3837,10-Apr-13,2013,Battles,Armed clash,Police Forces of Kenya (2002-2013),,1,Unidentified Armed Group (Kenya),,Kenya,Nairobi,Starehe,Nairobi Central,Nairobi,-1.283,36.817,Capital FM,Unidentified armed group shoots police officer attached to Israeli diplomat,1
KEN3818,2-Apr-13,2013,Battles,Armed clash,Police Forces of Kenya (2002-2013),,1,Al Shabaab,,Kenya,Garissa,Garissa,Waberi,Garissa,-0.4536,39.6461,Daily Nation (Kenya),Gunmen suspected to be affiliated with Al Shabaab attack and kill three police officers,3
KEN3792,28-Mar-13,2013,Battles,Armed clash,Police Forces of Kenya (2002-2013),,1,MRC: Mombasa Republican Council,,Kenya,Kilifi,Malindi,Malindi Town,Malindi,-3.22,40.12,Capital FM,MRC attacks casino; police battle attackers. Seven MRC members and two police officers killed,9
KEN3782,20-Mar-13,2013,Battles,Armed clash,Maasai Ethnic Militia (Kenya),,4,Kikuyu Ethnic Militia (Kenya),,Kenya,Nakuru,Naivasha,Lake View,Naivasha,-0.7202,36.4285,Star (Kenya),Maasai and Kikuyu ethnic groups clash; two injured,0
KEN3774,18-Mar-13,2013,Battles,Armed clash,Al Shabaab,,2,Unidentified Armed Group (Kenya),,Kenya,Mombasa,Mvita,Tononoka,Majengo,-4.0486,39.6706,Star (Kenya),Unidentified group kills member of Al Shabaab in Majengo slums,1
KEN3775,18-Mar-13,2013,Battles,Armed clash,Abanyabasi Ethnic Militia (Kenya),,4,Abairege Ethnic Militia (Kenya),,Kenya,Migori,Kuria West,Tagare,Suba Kuria,-1.1667,34.45,Star (Kenya),Clashes between rival clans; two dead and cattle stolen,2
KEN3772,16-Mar-13,2013,Battles,Armed clash,Police Forces of Kenya (2002-2013),,1,Unidentified Armed Group (Kenya),,Kenya,Narok,Narok East,Mosiro,Ntulelei,-1.0959,36.0857,Star (Kenya),Unknown group ambushes police officers; one police and two civilians killed in the attack which targeted the offiers,3
KEN3768,15-Mar-13,2013,Battles,Armed clash,Abanyabasi Ethnic Militia (Kenya),,4,Abairege Ethnic Militia (Kenya),,Kenya,Migori,Kuria West,Tagare,Suba Kuria,-1.1667,34.45,Star (Kenya),Clashes between rival clans; cattle stolen. Sources did not specify which ethnic group played the role of the attacker,0
KEN3765,15-Mar-13,2013,Battles,Armed clash,Unidentified Armed Group (Kenya),,3,Police Forces of Kenya (2002-2013),,Kenya,Kiambu,Ruiru,Gatongora,Ruiru,-1.15,36.9667,All Africa; Sabahi,"Armed gang raids IEBC office, steals firearm from police officer and twenty biometric voter kits",0
KEN3761,12-Mar-13,2013,Battles,Armed clash,TNA: The National Alliance,,3,CORD: Coalition for Reforms and Democracy,,Kenya,Kisii,Bomachoge Borabu,Magenche,Mokubo,-0.9,34.7167,Star (Kenya),Man killed during political argument with supporter of CORD,1
KEN3758,10-Mar-13,2013,Battles,Armed clash,Police Forces of Kenya (2002-2013),,1,Unidentified Armed Group (Kenya),,Kenya,Nairobi,Embakasi West,Umoja I,Umoja Inner Core,-1.2827,36.8915,All Africa; Sabahi,Unknown group attacks police officer and steals his gun,0
KEN3736,4-Mar-13,2013,Battles,Armed clash,MRC: Mombasa Republican Council,,3,Police Forces of Kenya (2002-2013),,Kenya,Mombasa,Changamwe,Changamwe,Changamwe,-4.0166,39.6333,Star (Kenya),Armed members of MRC attack police officers; casualties on both sides,8
KEN3737,4-Mar-13,2013,Battles,Armed clash,MRC: Mombasa Republican Council,,3,Police Forces of Kenya (2002-2013),,Kenya,Kilifi,Kilifi South,Mwarakaya,Chonyi,-3.7806,39.6791,Star (Kenya),Police officers killed when responding to attack on police post and local bar,2
KEN3732,4-Mar-13,2013,Battles,Armed clash,MRC: Mombasa Republican Council,,3,Police Forces of Kenya (2002-2013),,Kenya,Mombasa,Mvita,Majengo,Mombasa,-4.0547,39.6636,Capital FM,Armed members of MRC attack police officers; casualties on both sides,7
KEN3718,1-Mar-13,2013,Battles,Armed clash,Degodia Ethnic Militia (Kenya),,4,Police Forces of Kenya (2002-2013),,Kenya,Mandera,Mandera North,Rhamu,Rhamu,3.9208,41.2192,Star (Kenya),Police repulse attack by Degodia ethnic militia; seven armed raiders were killed,4
KEN3705,22-Feb-13,2013,Battles,Armed clash,Police Forces of Kenya (2002-2013),,1,Al Shabaab,,Kenya,Mombasa,Mvita,Tononoka,Majengo,-4.0486,39.6706,Star (Kenya),Police shoot Al Shabaab suspect dead in shoot-out,1
KEN3690,14-Feb-13,2013,Battles,Armed clash,Abanyabasi Ethnic Militia (Kenya),,4,Abairege Ethnic Militia (Kenya),,Kenya,Migori,Kuria West,Tagare,Suba Kuria,-1.1667,34.45,Star (Kenya),Clashes between rival clan militias; both sides were reportedly armed,0
KEN3691,14-Feb-13,2013,Battles,Armed clash,Abanyabasi Ethnic Militia (Kenya),,4,Abairege Ethnic Militia (Kenya),,Kenya,Homa Bay,Ndhiwa,Kabouch North,Magena,-0.6833,34.5167,Star (Kenya),Clan clash leaves one dead; both sides were reportedly armed,1
KEN3686,12-Feb-13,2013,Battles,Armed clash,Police Forces of Kenya (2002-2013),,1,Al Shabaab,,Kenya,Mandera,Mandera East,Township,Mandera,3.9357,41.8542,Star (Kenya),Police reservist shot dead by suspected Al Shabaab militia member,0
KEN3958,7-Feb-13,2013,Battles,Armed clash,Police Forces of Kenya (2002-2013),,1,Police Forces of Uganda (1986-),,Kenya,Migori,Nyatike,West Konyango,Migingo Island,-0.8827,33.9385,Star (Kenya),Three Kenyan police officers are beaten by a group of Ugandan police on a tiny island in Lake Victoria claimed by both countries.,0
KEN3665,4-Feb-13,2013,Battles,Armed clash,Police Forces of Kenya (2002-2013),,1,Unidentified Armed Group (Kenya),,Kenya,Garissa,Garissa,Waberi,Garissa,-0.4536,39.6461,Star (Kenya),Police officer shot dead by unknown gunmen,1
KEN3664,4-Feb-13,2013,Battles,Armed clash,Unidentified Armed Group (Kenya),,3,Police Forces of Kenya (2002-2013),,Kenya,West Pokot,West Pokot,Kapenguria,Kapenguria,1.2333,35.1167,Star (Kenya),Armed bandits clash with police; three police officers killed,3
KEN3658,3-Feb-13,2013,Battles,Armed clash,Police Forces of Kenya (2002-2013),,1,Unidentified Armed Group (Kenya),,Kenya,Baringo,Baringo Central,Kabarnet,Kabarnet,0.4919,35.743,Star (Kenya),Police officers pursue bandits who had attacked a village; shoot out ensues and three police officers and one raider were killed,4
KEN3650,31-Jan-13,2013,Battles,Armed clash,Police Forces of Kenya (2002-2013),,1,Unidentified Armed Group (Kenya),,Kenya,Garissa,Dadaab,Dadaab,Dadaab Refugee Camp,0.0514,40.3142,All Africa; Sabahi,Police shoot dead leader of armed group known for attacks against police and civilians within refugee camp,1
KEN3645,30-Jan-13,2013,Battles,Armed clash,Unidentified Armed Group (Ethiopia),,3,Unidentified Armed Group (Kenya),,Kenya,Turkana,Turkana Central,Lodwar Township,Lodwar,3.1191,35.5973,Star (Kenya),Suspected bandits from Ethiopia attack village in Kenya; Kenyan villagers take up arms and kill seven attackers,7
KEN3587,11-Jan-13,2013,Battles,Armed clash,Police Forces of Kenya (2002-2013),,1,Unidentified Armed Group (Kenya),,Kenya,Garissa,Dadaab,Dadaab,Dadaab Refugee Camp,0.0514,40.3142,Star (Kenya),Police shoot suspected gunman; no further details available,1
KEN3564,8-Jan-13,2013,Battles,Armed clash,Pokot Ethnic Militia (Kenya),,4,Tugen Ethnic Militia (Kenya),,Kenya,Baringo,Marigat,Marigat,Marigat,0.4667,35.9833,Star (Kenya),Ethnic-based clashes between Pokot and Tugen in Arabal area; ten killed,10
KEN3558,7-Jan-13,2013,Battles,Armed clash,Police Forces of Kenya (2002-2013),,1,Al Shabaab,,Kenya,Garissa,Garissa,Waberi,Garissa,-0.4536,39.6461,Xinhua,"Police attacked by Al Shabaab fighters; several police injured in the battle, one civilian killed, considered collateral damage",0
KEN3536,27-Dec-12,2012,Battles,Armed clash,Police Forces of Kenya (2002-2013),,1,Al Shabaab,,Kenya,Mandera,Mandera East,Township,Mandera,3.9357,41.8542,Star (Kenya),Police officer dies when suspected Al Shabaab members shoots him during routine patrol,1
KEN3535,26-Dec-12,2012,Battles,Armed clash,Police Forces of Kenya (2002-2013),,1,Unidentified Armed Group (Kenya),,Kenya,Migori,Kuria West,Tagare,Suba Kuria,-1.1667,34.45,Star (Kenya),Unknown gunmen shoot police officers,1
KEN3498,10-Dec-12,2012,Battles,Armed clash,Nyuki Movement,MRC: Mombasa Republican Council,3,Police Forces of Kenya (2002-2013),,Kenya,Kilifi,Rabai,Kambe,Mbungoni,-3.85,39.6333,Kenya Standard,Police battle separatists who were planning to attack police base in Kisauni. Three of the suspects were killed in the battle,3
KEN3496,9-Dec-12,2012,Battles,Armed clash,Al Shabaab,,2,Military Forces of Kenya (2002-2013),,Kenya,Garissa,Garissa,Waberi,Garissa,-0.4536,39.6461,Kenya Standard,Armed group linked to Al Shabaab attacks military and kills one,1
KEN3488,29-Nov-12,2012,Battles,Armed clash,Police Forces of Kenya (2002-2013),,1,Samburu Ethnic Militia (Kenya),,Kenya,Isiolo,Merti,Chari,Kom,1.0833,38.0333,Star (Kenya),Police respond to attack on village; engage raiders in gunfight,0
KEN3476,19-Nov-12,2012,Battles,Armed clash,Al Shabaab,,2,Military Forces of Kenya (2002-2013),,Kenya,Garissa,Garissa,Waberi,Garissa,-0.4536,39.6461,HRW,Al Shabaab members kill three Kenyan soldiers,3
