OBJECTID,data_id,iso,event_id_cnty,event_id_no_cnty,event_date,year,time_precision,event_type,sub_event_type,actor1,assoc_actor_1,inter1,actor2,assoc_actor_2,inter2,interaction,region,country,admin1,admin2,admin3,location,latitude,longitude,geo_precision,source,source_scale,notes,fatalities,timestamp,iso3
500,8575213,404,KEN7859,7859,25 September 2021,2021,1,Riots,Mob violence,Rioters (Kenya),Vigilante Group (Kenya),5,Civilians (Kenya),,7,57,Eastern Africa,Kenya,Kwale,Matuga,Waa Ngombeni,Waa,-4.1699,39.6028,1,Star (Kenya),National,"On 25 September 2021, local residents attacked two people, killing one, with stones and tree branches, for allegedly hacking an older man at the Maganyakulo area in Waa town (Matuga, Kwale). [size=no report]",1,1633377347,KEN
501,8564860,404,KEN7854,7854,24 September 2021,2021,1,Protests,Peaceful protest,Protesters (Kenya),,6,,,0,60,Eastern Africa,Kenya,Baringo,Mogotio,Kisanana,Mochongoi,0.0167,36.1,1,Citizen (Kenya),National,"On 24 September 2021, several local residents demonstrated against attacks in Mochongoi village (Mogotio, Baringo). The group demanded from the government to start an operation along the border of Lakipia and Baringo counties. [size=several]",0,1632770111,KEN
507,8574897,404,KEN7855,7855,22 September 2021,2021,1,Riots,Violent demonstration,Rioters (Kenya),,5,Police Forces of Kenya (2013-),,1,15,Eastern Africa,Kenya,Nakuru,Naivasha,Lake View,Naivasha,-0.7202,36.4285,1,Daily Nation (Kenya),National,"On 22 September 2021, youths from Karagita estate burned down a bus, barricaded the Moi South Lake road over the death of a fishermen in Naivasha town (Naivasha, Nakuru). The demonstrators were demanding the removal of the posted members of the Kenya Coast Guard. The police fire teargas canisters to disperse the crowd. [size=no report]",0,1633377347,KEN
514,8545424,404,KEN7842,7842,17 September 2021,2021,1,Protests,Peaceful protest,Protesters (Kenya),Taxi Drivers (Kenya),6,,,0,60,Eastern Africa,Kenya,Machakos,Kathiani,Lower Kaewa-Kaani,Kaani,-1.5076,37.3676,1,Citizen (Kenya),National,"On 17 September 2021, local residents, including boda boda operators, demonstrated over the poor road construction of the Machakos-Kitui road in Kaani village (Machakos). [size=no report]",0,1632166487,KEN
516,8565169,404,KEN7846,7846,17 September 2021,2021,1,Protests,Peaceful protest,Protesters (Kenya),,6,,,0,60,Eastern Africa,Kenya,Kisumu,Kisumu West,Central Kisumu,Kogony,-0.0833,34.7167,1,The Star (Kenya),National,"On 17 September 2021, local residents demonstrated over a recent abduction of a civilian in the Kombedu area in Kogony town (Kisumu West, Kisumu). They demanded from the police to take action in the matter. [size=no report]",0,1632770112,KEN
519,8545531,404,KEN7839,7839,15 September 2021,2021,1,Riots,Mob violence,Rioters (Kenya),Taxi Drivers (Kenya); Vigilante Group (Kenya),5,Civilians (Kenya),Labour Group (Kenya),7,57,Eastern Africa,Kenya,Muranga,Kiharu,Township,Muranga,-0.7166,37.15,1,Kenya Standard,National,"On 15 September 2021, boda boda operators set ablaze a trailer belonging to a man suspected to have killed two people in Muranga town (Kiharu, Muranga). The diver and one other person were injured. [size=no report]",0,1632166487,KEN
522,8545462,404,KEN7837,7837,14 September 2021,2021,1,Riots,Violent demonstration,Rioters (Kenya),Farmers (Kenya),5,Rioters (Kenya),Pastoralists (Kenya),5,55,Eastern Africa,Kenya,Laikipia,Laikipia West,Rumuruti Township,Rumuruti,0.2707,36.5454,1,Daily Nation (Kenya),National,"On 14 September 2021, farmers clashed with pastoralists in Rumuruti town (Laikipia West, Laikipia). The farmers barricaded the main roads by burning tires and accused the pastoralists of grazing livestock's illegally on their farms. A motorcycle belonging to a local farmer was set ablaze. [size=no report]",0,1632166487,KEN
523,8545530,404,KEN7835,7835,14 September 2021,2021,1,Protests,Peaceful protest,Protesters (Kenya),,6,,,0,60,Eastern Africa,Kenya,Samburu,Samburu Central,Maralal,Lkuroto,1.0745,36.7021,1,Kenya Standard,National,"On 14 September 2021, local residents in Lkuroto village (Samburu Central, Samburu) demonstrated against an attempt to evict them from their land. [size=no report]",0,1632166487,KEN
529,8533522,404,KEN7826,7826,08 September 2021,2021,1,Protests,Peaceful protest,Protesters (Kenya),,6,,,0,60,Eastern Africa,Kenya,Lamu,Lamu West,Mkomami,Lamu,-2.2717,40.902,1,Star (Kenya),National,"On 8 September 2021, commuters demonstrated, in the presence of police at roadblocks, along the Lamu-Garsen road despite a recent ban by the National Police Service in Lamu town (Lamu West, Lamu). The group demanded the removal of all the roadblocks in the county. [size=no report]",0,1631568160,KEN
530,8545403,404,KEN7833,7833,08 September 2021,2021,1,Protests,Peaceful protest,Protesters (Kenya),,6,,,0,60,Eastern Africa,Kenya,Isiolo,Isiolo,Bula Pesa,Isiolo,0.3546,37.5822,1,Angaaf Radio,Subnational,"On 8 September 2021, local residents demonstrated against the recent attacks that killed one person and injured five in Merti district. They demanded security and protection from the government in Isiolo town (Isiolo). [size=no report]",0,1632166487,KEN
531,8545464,404,KEN7832,7832,08 September 2021,2021,1,Protests,Peaceful protest,Protesters (Kenya),Labour Group (Kenya),6,,,0,60,Eastern Africa,Kenya,Isiolo,Isiolo,Bula Pesa,Isiolo,0.3546,37.5822,1,Daily Nation (Kenya),National,"On 8 September 2021, several casual workers at the Isiolo Health department demonstrated against the delayed payments for the past year in Isiolo town (Isiolo). They accused the county government of ignoring their plight despite numerous appeals. [size=several]",0,1632166487,KEN
533,9105925,404,KEN7824,7824,07 September 2021,2021,1,Riots,Violent demonstration,Rioters (Kenya),Taxi Drivers (Kenya),5,Civilians (Kenya),,7,57,Eastern Africa,Kenya,Kakamega,Likuyani,Likuyani,Likuyani,0.7101,35.1118,1,Daily Nation (Kenya),National,"On 7 September 2021, local residents, including boda boda operators, barricaded a road and burnt a vehicle that hit a primary school student and seriously injured her father in Likuyani town (Likuyani, Kakamega). [size=no report]",0,1650311549,KEN
536,9154447,404,KEN7822,7822,06 September 2021,2021,1,Riots,Violent demonstration,Rioters (Kenya),Jubilee Party,5,Civilians (Kenya),Government of Kenya (2013-),7,57,Eastern Africa,Kenya,Nyeri,Kieni East,Kabaru,Mbiriri,-0.3219,37.0823,1,Daily Nation (Kenya),National,"On 6 September 2021, several supporters of Jubilee Coalition barricaded the road used for the deputy president's convoy in Mbiriri town (Kieni East, Nyeri). The group threw stones at the convoy. [size=no report]",0,1650929910,KEN
538,9154380,404,KEN7820,7820,05 September 2021,2021,1,Riots,Mob violence,Rioters (Kenya),Jubilee Party,5,Rioters (Kenya),UDA: United Democratic Alliance,5,55,Eastern Africa,Kenya,Nyeri,Kieni East,Naromoru,Naro Moru,-0.17,37.02,1,Citizen (Kenya),National,"On 5 September 2021, several supporters of the Jubilee Coalition clashed with supporters of the United Democratic Alliance in Naro Moru town (Kieni East, Nyeri), ahead a visit by the deputy president. [size=several]",0,1650929910,KEN
539,8533268,404,KEN7819,7819,03 September 2021,2021,1,Protests,Protest with intervention,Protesters (Kenya),,6,Police Forces of Kenya (2013-),,1,16,Eastern Africa,Kenya,Samburu,Samburu Central,Maralal,Maralal,1.0968,36.698,1,Daily Nation (Kenya),National,"On 3 September 2021, local residents demonstrated over the alleged police harassment when enforcing the coronavirus protocols in Maralal town (Samburu Central, Samburu). The group accused police of demanding between Sh500 to Sh5,000 from locals for not wearing face masks. The police disperse the crowd. [size=no report]",0,1631568160,KEN
545,9469683,404,KEN8047,8047,26 August 2021,2021,1,Riots,Violent demonstration,Rioters (Kenya),,5,,,0,50,Eastern Africa,Kenya,Uasin Gishu,Soy,Kapkures,Matunda,0.85,35.1333,1,Daily Nation (Kenya),National,"On 26 August 2021, residents demonstrated, lit fires on the the Kitale-Eldoret road at Matunda town (Soy, Uasin Ngishu) following the killing of a 17-year-old boy by a speeding matatu (taxi minibus). The group vandalized the vehicle as they called for action against the matatu sacco (matatu cooperative). [size=no report]",0,1663032948,KEN
549,8462064,404,KEN7815,7815,24 August 2021,2021,1,Protests,Peaceful protest,Protesters (Kenya),,6,,,0,60,Eastern Africa,Kenya,Homa Bay,Ndhiwa,Kanyamwa Kosewe,Ndhiwa,-0.7333,34.3667,1,Star (Kenya),National,"On 24 August 2021, local residents demonstrated against the delayed opening of Otange dispensary which was completed in early 2016 in Ndhiwa town (Ndhiwa, Homa Bay). [size=no report]",0,1630983498,KEN
553,8462058,404,KEN7814,7814,23 August 2021,2021,1,Protests,Peaceful protest,Protesters (Kenya),,6,,,0,60,Eastern Africa,Kenya,Tana River,Galole,Chewani,Hola,-1.5036,40.0333,1,Star (Kenya),National,"On 23 August 2021, local residents demonstrated against a plot by tycoons to grab land being allocated to Malindi ya Ngwena, Kelaule and Hola Mission villages in Hola town (Galole, Tana River). They claim that some government officials are inciting residents. [size=no report]",0,1630983498,KEN
554,8462060,404,KEN7813,7813,23 August 2021,2021,1,Riots,Mob violence,Rioters (Kenya),,5,Civilians (Kenya),Students (Kenya),7,57,Eastern Africa,Kenya,Kiambu,Lari,Nyanduma,Gatamaiyu,-1,36.7333,1,Star (Kenya),National,"On 23 August 2021, a mob beat a student from Gatamaiyu Boys High School after he and three others sneaked into Gachoire Girls High School in Gatamaiyu town (Lari, Kiambu). [size=no report]",0,1630983498,KEN
556,8830255,404,KEN8133,8133,22 August 2021,2021,1,Riots,Violent demonstration,Rioters (Kenya),,5,Police Forces of Kenya (2013-),,1,15,Eastern Africa,Kenya,Isiolo,Isiolo,Bula Pesa,Isiolo,0.3546,37.5822,1,Daily Nation (Kenya),National,"On 22 August 2021, residents demonstrated and set alight a bulldozer, demolishing a perimeter wall, and barricading a section of the Isiolo-Moyale highway and pelting stones towards the police in Isiolo (Isiolo, Isiolo county). The group demanded an explanation for the demolition of their houses by police officers who were enforcing a court order. Police used teargas and live bullets to disperse the crowd. Three men sustained gunshot wounds. [size=no report]",0,1644874427,KEN
560,8461459,404,KEN7807,7807,15 August 2021,2021,1,Protests,Peaceful protest,Protesters (Kenya),KBA: Kenya Bikers Association,6,,,0,60,Eastern Africa,Kenya,Machakos,Athi River,Syokimau-Mulolongo,Mlolongo,-1.3964,36.9403,1,Kenya Standard,National,"On 15 August 2021, members from the Kenya Bikers Association (KBA) demonstrated against the lynching of four members, mistaken for being cattle thieves in Kajiado County last week (coded separately). The bikers assembled at Mlolongo town (Syokimau-Mulolongo, Athi River, Machakos), then rode to Kitengela Police Station. [size=no report]",0,1630983497,KEN
564,8793771,404,KEN8046,8046,11 August 2021,2021,1,Protests,Peaceful protest,Protesters (Kenya),,6,,,0,60,Eastern Africa,Kenya,Mombasa,Jomvu,Jomvu Kuu,Jomvu,-3.985,39.614,2,Daily Nation (Kenya),National,"On 11 August 2021, residents staged a peaceful demonstration by blocking (through unspecified means) the main highway in Bangladesh town near Jomvu (Jomvu, Mombasa county), as they descried the acute water shortage in the area. [size=no report]",0,1643045661,KEN
571,8461030,404,KEN7793,7793,05 August 2021,2021,1,Protests,Peaceful protest,Protesters (Kenya),Fishermen (Kenya),6,,,0,60,Eastern Africa,Kenya,Homa Bay,Suba,Kaksingiri West,Sindo,-0.538,34.1646,1,Daily Nation (Kenya),National,"On 5 August 2021, local residents demonstrated in Sindo town (Kaksingiri West, Suba, Homa Bay), after a Kenyan fisherman was shot and killed in Lake Victoria pool (Uganda part). The fishermen demanded justice for their colleague who was based in Lolwe Island. [size=no report]",0,1630983496,KEN
578,8461037,404,KEN7789,7789,03 August 2021,2021,1,Protests,Peaceful protest,Protesters (Kenya),Students (Kenya); Women (Kenya),6,,,0,60,Eastern Africa,Kenya,Tharaka-Nithi,Tharaka South,Marimanti,Marimanti,-0.1576,37.9724,1,Daily Nation (Kenya),National,"On 3 August 2021, students from Muthambi Girls High School demonstrated against the poor food quality in Marimanti town (Marimanti, Tharaka South, Tharaka-Nithi). They demanded that the principal be transferred from the school. [size=no report]",0,1630983496,KEN
579,8462067,404,KEN7788,7788,03 August 2021,2021,1,Protests,Protest with intervention,Protesters (Kenya),,6,Police Forces of Kenya (2013-),,1,16,Eastern Africa,Kenya,Laikipia,Laikipia West,Githiga,Kinamba,0.419,36.3274,1,Star (Kenya),National,"On 3 August 2021, parents from the Ndindika primary and secondary schools marched to the assistant county commissioner's offices in Kinamba trading center in Kinamba town (Githiga, Laikipia West, Laikipia). The groups were demonstrating against the killing of three people by suspected bandits. The police fired tear gas to disperse the crowd. [size=no report]",0,1630983498,KEN
580,8461031,404,KEN7787,7787,02 August 2021,2021,1,Riots,Violent demonstration,Rioters (Kenya),,5,Police Forces of Kenya (2013-),,1,15,Eastern Africa,Kenya,Nakuru,Naivasha,Lake View,Naivasha,-0.7202,36.4285,1,Daily Nation (Kenya),National,"On 2 August 2021, local residents demonstrated after the death of one person by a speeding motorist in a hit and run. They barricaded the Nairobi-Nakuru highway in Naivasha town (Lake View, Naivasha, Nakuru). The police fired tear gas to disperse the demonstrators. [size=no report]",0,1630983496,KEN
583,8863082,404,KEN8227,8227,31 July 2021,2021,1,Riots,Violent demonstration,Rioters (Kenya),,5,Police Forces of Kenya (2013-),,1,15,Eastern Africa,Kenya,Tharaka-Nithi,Chuka,Karingani,Ndagani,-0.3167,37.65,2,Daily Nation (Kenya),National,"On 31 July 2021, local residents demonstrated against the killing of a 20-year-old man by a police officer by storming Majira police post, near Ndagani (Chuka, Tharaka-Nithi county) threatening to set it ablaze. The group later barricaded Meru-Chogoria Road with logs and hurled stones at police officers. Police lobbed tear gas canisters to disperse the crowd. [size=no report]",0,1646090678,KEN
587,8404017,404,KEN7777,7777,26 July 2021,2021,1,Protests,Peaceful protest,Protesters (Kenya),,6,,,0,60,Eastern Africa,Kenya,Bomet,Bomet East,Merigi,Bomet,-0.7833,35.35,1,Star (Kenya),National,"On 26 July 2021, several people protested against the death and increased cases of police harassment while enforcing coronavirus protocols at Sigor trading center in Bomet town (Merigi, Bomet East, Bomet). [size=several]",0,1627934659,KEN
588,8404018,404,KEN7776,7776,25 July 2021,2021,1,Riots,Mob violence,Rioters (Kenya),,5,Police Forces of Kenya (2013-),,1,15,Eastern Africa,Kenya,Migori,Kuria West,Bukira East,Kihancha,-1.1833,34.6167,1,Star (Kenya),National,"On 25 July 2021, several residents clashed with police enforcing coronavirus protocols at the Ikeregi center in Kihancha town (Bukira East, Kuria West, Migori). The residents accused police of targeting business premises to demand bribes under the guise of enforcing public health guidelines. [size=several]",0,1627934659,KEN
589,8394671,404,KEN7773,7773,23 July 2021,2021,1,Riots,Violent demonstration,Rioters (Kenya),,5,Police Forces of Kenya (2013-),,1,15,Eastern Africa,Kenya,Nyeri,Mathira East,Karatina Town,Karatina,-0.4817,37.1251,1,Daily Nation (Kenya),National,"On 23 July 2021, several people demonstrated in Karatina town (Karatina Town, Mathira East, Nyeri), over the arrest of Mathira member of parliament. The demonstrators barricaded parts of the Nyeri-Nairobi highway. Anti-riot police used teargas to disperse the group and arrested some people. [size=several]",0,1627328512,KEN
592,8394932,404,KEN7772,7772,22 July 2021,2021,1,Protests,Peaceful protest,Protesters (Kenya),,6,,,0,60,Eastern Africa,Kenya,Kwale,Kinango,Mwavumbo,Mariakani,-3.8667,39.4667,1,Star (Kenya),National,"On 22 July 2021, local residents of the Madzimbani-Matangoni settlement scheme in Mariakani town (Mwavumbo, Kinango, Kwale) demonstrated against alleged land grabbing by the county and private developers. They demanded not move from their 'ancestral land'. [size=no report]",0,1627328513,KEN
